HTML_URL,Title,Body,Labels,matched_keywords
https://github.com/servalproject/batphone/issues/105,Rhizome traffic swamps everything,"If several nodes are trying to synchronise lots of Rhizome bundles (which happens whenever a node joins the network), then it swamps the network, making it unresponsive for everyone.  Rhizome needs to play more nicely.
",[],unresponsive
https://github.com/wuan/bo-android/issues/153,Limit amount of data for Blitzortung.org direct data.,The app gets unresponsive during high activity,['BUG'],unresponsive
https://github.com/thetwom/toc2/issues/67,"FR: Multiple metronomes, more logical notation editor","1. It would be really nice to be able to have multiple metronomes going on simultaneously to practice multiple rhythmic patterns. This is mainly for polyrhythms and polymeters(such as 3 against 7 or 5 against 4).

Maybe as sample way to add this feature would be to abstract the metronome so that multiple can be run.

Then add an overlay or easy way to add or remove multiple instances. 

Then it is just a matter of synchronizing the metronomes(so some work on dealing with how the sounds are played is in order. Probably the easiest way is to render the waveform directly to an audio buffer and the ship the buffer to the audio output. The main issue here is to make sure everything is nearly perfectly synced so there are no weird timing issues between the different instances.

2. Add some ability to add a latency to the sound including negative. The issue is that there is some delay from the animation effects and the sound itself and if one is watching the metronome it can be a little discombobulating.
 
3. The notation editor is a nice feature but it is a little strange to use. It would be better if it was more like standard music notation editors in which a beat is literally is specified by the time signature. Then a beat can be divided in a natural way. Currently one has to ""add notes"" but a note is, tempo speaking, an arbitrary unit specified by the notation rather than specified by the meter/bar.  E.g.,  if I add 3 ""units"" those can be anything I say. When a quarter note is selected and turns it in to an eighth note it will change time signature(say from 4/4 to 7/8).

Maybe adding an ""optional logic"" for more standard notation would be better than to replace the current system. This way it could be done gradually. I'm mainly interested in the first request so I can practice polyrhythms more accurately.

",[],latency
https://github.com/phyphox/phyphox-android/issues/40,how is memory consumption?,"Dear,
Thanks for open source this great app. But how is memory consumption? I am afraid it will crash my phone if I use it for too long time and all my memory will be consumed. It would be much safer if it just keeps 10s or so data, something like incremental recording?

Best Regards",[],memory consumption
https://github.com/physphil/UnitConverterUltimate/issues/228,Data loss on double screen rotation,"In the double screen rotation test to detect data loss, an application failure was identified: the pop-up menu disappeared after double rotation.

A data loss problem occurs when data is accidentally deleted or state variables are accidentally assigned with default or initial values. This issue is related to the activity's lifecycle (1). When a screen rotation occurs, the activity is destroyed and resumed. Data loss will happen if the developer does not save the variables before the destruction and restore them after creation. To avoid this, the developers have to implement both the logic necessary to save the activity state in the onSaveInstanceState() callback method and the logic to resume its state in the onRestoreInstanceState() callback method.
Another way to avoid data loss problems is to use the view model, designed to store and manage UI-related data in a lifecycle-conscious way (2).


<div id=""ladoalado"" style=""display:flex;justify-content:center;"">

<figure id=""container"">Before and after double screen rotation<br>
<img src=""https://user-images.githubusercontent.com/3637419/159796425-7735aa88-6bb6-458e-a991-50766fdd6b8a.png"" width=20% height=20% >
</figure>

<figure id=""container"">
<img src=""https://user-images.githubusercontent.com/3637419/159796421-ee69a73c-a1bd-48e9-8b29-491eb8ffcbfc.png"" width=20% height=20%>
</figure>

</div> 




Note:

- Double screen rotation: It is executed twice to reach a state that should be exactly the same as the screen before if no data loss occurred.
- A data loss problem occurs when data is accidentally deleted or state variables are accidentally assigned with default or initial values.

1. https://developer.android.com/guide/components/activities/activity-lifecycle
2. https://developer.android.com/topic/libraries/architecture/viewmodel
",[],data loss
https://github.com/0xpr03/VocableTrainer-Android/issues/93,Activity memory leak caused by anonymous threads,"# Possible Memory Leak
An [anonymous inner class](https://stackoverflow.com/questions/17778077/would-anonymous-handler-or-runnable-create-a-memory-leak) will hold a reference to the this pointer of the outer class and will not be released until the thread ends.
It will hold the Activity and prevent its timely release. Please check the links below.

# Occurrences
https://github.com/0xpr03/VocableTrainer-Android/blob/master/app/src/main/java/vocabletrainer/heinecke/aron/vocabletrainer/activity/MainActivity.java#L89

# Possible Solution
If it is necessary, it can be changed to [static class + weak reference](https://stackoverflow.com/questions/22162642/will-handler-inside-a-method-leak-memory/27825703#27825703) to eliminate the reference to the activity, which may cause memory leaks.
Further discussion is welcome.",['bug'],memory leak
https://github.com/obfusk/jiten-webview/issues/3,Data loss on double screen rotation,"
In the double screen rotation test to detect data loss, an application failure was identified: Text loss in the fragment.

A data loss problem occurs when data is accidentally deleted or state variables are accidentally assigned with default or initial values. This issue is related to the activity's lifecycle (1). When a screen rotation occurs, the activity is destroyed and resumed. Data loss will happen if the developer does not save the variables before the destruction and restore them after creation. To avoid this, the developers have to implement both the logic necessary to save the activity state in the onSaveInstanceState() callback method and the logic to resume its state in the onRestoreInstanceState() callback method.
Another way to avoid data loss problems is to use the view model, designed to store and manage UI-related data in a lifecycle-conscious way (2).


<div id=""ladoalado"" style=""display:flex;justify-content:center;"">

<figure id=""container"">Before and after double screen rotation<br>
<img src=""https://user-images.githubusercontent.com/3637419/159798051-aba5f19a-23df-472f-9543-c2c1db5f200d.png"" width=20% height=20% >
</figure>

<figure id=""container"">
<img src=""https://user-images.githubusercontent.com/3637419/159798048-171d7666-e245-4441-85e2-b64bcf0c34fa.png"" width=20% height=20%>
</figure>

</div> 


Note:

- Double screen rotation: It is executed twice to reach a state that should be exactly the same as the screen before if no data loss occurred.
- A data loss problem occurs when data is accidentally deleted or state variables are accidentally assigned with default or initial values.

1. https://developer.android.com/guide/components/activities/activity-lifecycle
2. https://developer.android.com/topic/libraries/architecture/viewmodel
",[],data loss
https://github.com/hgdev-ch/toposuite-android/issues/3,Activity memory leak caused by anonymous threads,"An anonymous inner class will hold a reference to the this pointer of the outer class and will not be released until the thread ends.

We have detected that your implementation has a lot of reading and writing data in anonymous threads of the Activity, and these threads will hold the Activity and prevent its timely release.

ch.hgdev.toposuite.points.PointsImporterDialog
ch.hgdev.toposuite.jobs.JobsActivity
ch.hgdev.toposuite.points.PointsImporterActivity
ch.hgdev.toposuite.jobs.JobImporterActivity

Some of the anonymous threads can be replaced by static class to eliminate unnecessary references.
And some can be replaced by the Handler class.

If you agree, a PR will be submitted.",[],memory leak
https://github.com/hallogallo/totalog/pull/24,Bump json5 from 1.0.1 to 1.0.2,"Bumps [json5](https://github.com/json5/json5) from 1.0.1 to 1.0.2.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/json5/json5/releases"">json5's releases</a>.</em></p>
<blockquote>
<h2>v1.0.2</h2>
<ul>
<li>Fix: Properties with the name <code>__proto__</code> are added to objects and arrays. (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/199"">#199</a>) This also fixes a prototype pollution vulnerability reported by Jonathan Gregson! (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/295"">#295</a>). This has been backported to v1. (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/298"">#298</a>)</li>
</ul>
</blockquote>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/json5/json5/blob/main/CHANGELOG.md"">json5's changelog</a>.</em></p>
<blockquote>
<h3>Unreleased [<a href=""https://github.com/json5/json5/tree/main"">code</a>, <a href=""https://github.com/json5/json5/compare/v2.2.3...HEAD"">diff</a>]</h3>
<h3>v2.2.3 [<a href=""https://github.com/json5/json5/tree/v2.2.3"">code</a>, <a href=""https://github.com/json5/json5/compare/v2.2.2...v2.2.3"">diff</a>]</h3>
<ul>
<li>Fix: json5@2.2.3 is now the 'latest' release according to npm instead of
v1.0.2. (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/299"">#299</a>)</li>
</ul>
<h3>v2.2.2 [<a href=""https://github.com/json5/json5/tree/v2.2.2"">code</a>, <a href=""https://github.com/json5/json5/compare/v2.2.1...v2.2.2"">diff</a>]</h3>
<ul>
<li>Fix: Properties with the name <code>__proto__</code> are added to objects and arrays.
(<a href=""https://github-redirect.dependabot.com/json5/json5/issues/199"">#199</a>) This also fixes a prototype pollution vulnerability reported by
Jonathan Gregson! (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/295"">#295</a>).</li>
</ul>
<h3>v2.2.1 [<a href=""https://github.com/json5/json5/tree/v2.2.1"">code</a>, <a href=""https://github.com/json5/json5/compare/v2.2.0...v2.2.1"">diff</a>]</h3>
<ul>
<li>Fix: Removed dependence on minimist to patch CVE-2021-44906. (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/266"">#266</a>)</li>
</ul>
<h3>v2.2.0 [<a href=""https://github.com/json5/json5/tree/v2.2.0"">code</a>, <a href=""https://github.com/json5/json5/compare/v2.1.3...v2.2.0"">diff</a>]</h3>
<ul>
<li>New: Accurate and documented TypeScript declarations are now included. There
is no need to install <code>@types/json5</code>. (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/236"">#236</a>, <a href=""https://github-redirect.dependabot.com/json5/json5/issues/244"">#244</a>)</li>
</ul>
<h3>v2.1.3 [<a href=""https://github.com/json5/json5/tree/v2.1.3"">code</a>, <a href=""https://github.com/json5/json5/compare/v2.1.2...v2.1.3"">diff</a>]</h3>
<ul>
<li>Fix: An out of memory bug when parsing numbers has been fixed. (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/228"">#228</a>,
<a href=""https://github-redirect.dependabot.com/json5/json5/issues/229"">#229</a>)</li>
</ul>
<h3>v2.1.2 [<a href=""https://github.com/json5/json5/tree/v2.1.2"">code</a>, <a href=""https://github.com/json5/json5/compare/v2.1.1...v2.1.2"">diff</a>]</h3>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/json5/json5/commit/a62db1e51e1031d92ac260f5bb38bbed1fdbc754""><code>a62db1e</code></a> 1.0.2</li>
<li><a href=""https://github.com/json5/json5/commit/e0c23fe458a77c0b2cdb271376be5d8d0908133c""><code>e0c23fe</code></a> docs: update CHANGELOG for v1.0.2</li>
<li><a href=""https://github.com/json5/json5/commit/62a65408408d40aeea14c7869ed327acead12972""><code>62a6540</code></a> fix: add <strong>proto</strong> to objects and arrays</li>
<li>See full diff in <a href=""https://github.com/json5/json5/compare/v1.0.1...v1.0.2"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=json5&package-manager=npm_and_yarn&previous-version=1.0.1&new-version=1.0.2)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/hallogallo/totalog/network/alerts).

</details>",['dependencies'],out of memory
https://github.com/hallogallo/totalog/pull/12,Bump @angular/core from 11.1.0-next.2 to 11.1.0-next.3,"Bumps [@angular/core](https://github.com/angular/angular/tree/HEAD/packages/core) from 11.1.0-next.2 to 11.1.0-next.3.
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/angular/angular/blob/11.1.0-next.3/CHANGELOG.md""><code>@​angular/core</code>'s changelog</a>.</em></p>
<blockquote>
<h1>11.1.0-next.3 (2020-12-16)</h1>
<h3>Bug Fixes</h3>
<ul>
<li><strong>compiler:</strong> avoid duplicate i18n blocks for i18n attrs on elements with structural directives (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40077"">#40077</a>) (<a href=""https://github.com/angular/angular/commit/caa4666"">caa4666</a>), closes <a href=""https://github-redirect.dependabot.com/angular/angular/issues/39942"">#39942</a></li>
<li><strong>compiler:</strong> handle strings inside bindings that contain binding characters (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39826"">#39826</a>) (<a href=""https://github.com/angular/angular/commit/dc6d40e"">dc6d40e</a>), closes <a href=""https://github-redirect.dependabot.com/angular/angular/issues/39601"">#39601</a></li>
<li><strong>compiler-cli:</strong> remove classes in .d.ts files from provider checks (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40118"">#40118</a>) (<a href=""https://github.com/angular/angular/commit/973bb40"">973bb40</a>)</li>
<li><strong>core:</strong> fix possible XSS attack in development through SSR. (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40136"">#40136</a>) (<a href=""https://github.com/angular/angular/commit/47d9b6d"">47d9b6d</a>)</li>
<li><strong>core:</strong> set <code>ngDevMode</code> to <code>false</code> when calling <code>enableProdMode()</code> (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40124"">#40124</a>) (<a href=""https://github.com/angular/angular/commit/70b4816"">70b4816</a>)</li>
<li><strong>language-service:</strong> force compileNonExportedClasses: false in LS (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40092"">#40092</a>) (<a href=""https://github.com/angular/angular/commit/028e4f7"">028e4f7</a>)</li>
<li><strong>language-service:</strong> Prevent matching nodes after finding a keySpan (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40047"">#40047</a>) (<a href=""https://github.com/angular/angular/commit/1bf1b68"">1bf1b68</a>)</li>
<li><strong>upgrade:</strong> fix HMR for hybrid applications (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40045"">#40045</a>) (<a href=""https://github.com/angular/angular/commit/b4b21bd"">b4b21bd</a>), closes <a href=""https://github-redirect.dependabot.com/angular/angular/issues/39935"">#39935</a></li>
</ul>
<h3>Features</h3>
<ul>
<li><strong>language-service:</strong> autocomplete pipe binding expressions (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40032"">#40032</a>) (<a href=""https://github.com/angular/angular/commit/cbb6eae"">cbb6eae</a>)</li>
<li><strong>language-service:</strong> autocompletion of element tags (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40032"">#40032</a>) (<a href=""https://github.com/angular/angular/commit/e42250f"">e42250f</a>)</li>
<li><strong>language-service:</strong> autocompletion within expression contexts (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39727"">#39727</a>) (<a href=""https://github.com/angular/angular/commit/93a8326"">93a8326</a>)</li>
<li><strong>language-service:</strong> complete attributes on elements (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40032"">#40032</a>) (<a href=""https://github.com/angular/angular/commit/66378ed"">66378ed</a>)</li>
<li><strong>language-service:</strong> completions for structural directives (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40032"">#40032</a>) (<a href=""https://github.com/angular/angular/commit/2a74431"">2a74431</a>)</li>
<li><strong>language-service:</strong> enable get references for directive and component from template (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/40054"">#40054</a>) (<a href=""https://github.com/angular/angular/commit/973f797"">973f797</a>)</li>
<li><strong>router:</strong> add <code>relativeTo</code> as an input to <code>routerLink</code> (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39720"">#39720</a>) (<a href=""https://github.com/angular/angular/commit/112324a"">112324a</a>), closes <a href=""https://github-redirect.dependabot.com/angular/angular/issues/13523"">#13523</a></li>
</ul>
<p><!-- raw HTML omitted --><!-- raw HTML omitted --></p>
<h2>11.0.4 (2020-12-09)</h2>
<h3>Bug Fixes</h3>
<ul>
<li><strong>animations:</strong> implement getPosition in browser animation builder (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39983"">#39983</a>) (<a href=""https://github.com/angular/angular/commit/5a765f0"">5a765f0</a>)</li>
<li><strong>compiler-cli:</strong> correct incremental behavior even with broken imports (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39967"">#39967</a>) (<a href=""https://github.com/angular/angular/commit/adeeb84"">adeeb84</a>)</li>
<li><strong>compiler-cli:</strong> remove the concept of an errored trait (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39967"">#39967</a>) (<a href=""https://github.com/angular/angular/commit/0aa35ec"">0aa35ec</a>)</li>
<li><strong>compiler-cli:</strong> track poisoned scopes with a flag (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39967"">#39967</a>) (<a href=""https://github.com/angular/angular/commit/178cc51"">178cc51</a>)</li>
<li><strong>core:</strong> remove application from the testability registry when the root view is removed (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39876"">#39876</a>) (<a href=""https://github.com/angular/angular/commit/3680ad1"">3680ad1</a>), closes <a href=""https://github-redirect.dependabot.com/angular/angular/issues/22106"">#22106</a></li>
<li><strong>core:</strong> unsubscribe from the <code>onError</code> when the root view is removed (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39940"">#39940</a>) (<a href=""https://github.com/angular/angular/commit/35309bb"">35309bb</a>)</li>
<li><strong>language-service:</strong> do not return external template that does not exist (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39898"">#39898</a>) (<a href=""https://github.com/angular/angular/commit/6b6fcd7"">6b6fcd7</a>)</li>
<li><strong>language-service:</strong> do not treat file URIs as general URLs (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39917"">#39917</a>) (<a href=""https://github.com/angular/angular/commit/829988b"">829988b</a>)</li>
<li><strong>service-worker:</strong> handle error with ErrorHandler (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39990"">#39990</a>) (<a href=""https://github.com/angular/angular/commit/588dbd3"">588dbd3</a>), closes <a href=""https://github-redirect.dependabot.com/angular/angular/issues/39913"">#39913</a></li>
<li><strong>upgrade:</strong> avoid memory leak when removing downgraded components (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39965"">#39965</a>) (<a href=""https://github.com/angular/angular/commit/97310d3"">97310d3</a>), closes <a href=""https://github-redirect.dependabot.com/angular/angular/issues/26209"">#26209</a> <a href=""https://github-redirect.dependabot.com/angular/angular/issues/39911"">#39911</a> <a href=""https://github-redirect.dependabot.com/angular/angular/issues/39921"">#39921</a></li>
</ul>
<h3>Performance Improvements</h3>
<ul>
<li><strong>animations:</strong> use <code>ngDevMode</code> to tree-shake warning (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39964"">#39964</a>) (<a href=""https://github.com/angular/angular/commit/72aad32"">72aad32</a>)</li>
<li><strong>common:</strong> use <code>ngDevMode</code> to tree-shake warnings (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39964"">#39964</a>) (<a href=""https://github.com/angular/angular/commit/bf3de9b"">bf3de9b</a>)</li>
<li><strong>core:</strong> use <code>ngDevMode</code> to tree-shake <code>checkNoChanges</code> (<a href=""https://github-redirect.dependabot.com/angular/angular/issues/39964"">#39964</a>) (<a href=""https://github.com/angular/angular/commit/2fbb684"">2fbb684</a>)</li>
</ul>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/angular/angular/commit/70b4816cd5fd51cfabd699c4c1cda51feaa1fa72""><code>70b4816</code></a> fix(core): set <code>ngDevMode</code> to <code>false</code> when calling <code>enableProdMode()</code> (<a href=""https://github.com/angular/angular/tree/HEAD/packages/core/issues/40124"">#40124</a>)</li>
<li><a href=""https://github.com/angular/angular/commit/47d9b6d72dab9d60c96bc1c3604219f6385649ea""><code>47d9b6d</code></a> fix(core): fix possible XSS attack in development through SSR. (<a href=""https://github.com/angular/angular/tree/HEAD/packages/core/issues/40136"">#40136</a>)</li>
<li><a href=""https://github.com/angular/angular/commit/caa466633506df7118710e2e6ac2c7dbf9911988""><code>caa4666</code></a> fix(compiler): avoid duplicate i18n blocks for i18n attrs on elements with st...</li>
<li><a href=""https://github.com/angular/angular/commit/1f73af77a7077f8e858988b6dde26c1c797c8a49""><code>1f73af7</code></a> refactor(compiler-cli): use <code>ngDevMode</code> guard for <code>setClassMetadata</code> call (<a href=""https://github.com/angular/angular/tree/HEAD/packages/core/issues/3"">#3</a>...</li>
<li><a href=""https://github.com/angular/angular/commit/dc6d40e5bcf7d4dab61776b94a83024a0943f3b3""><code>dc6d40e</code></a> fix(compiler): handle strings inside bindings that contain binding characters...</li>
<li>See full diff in <a href=""https://github.com/angular/angular/commits/11.1.0-next.3/packages/core"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=@angular/core&package-manager=npm_and_yarn&previous-version=11.1.0-next.2&new-version=11.1.0-next.3)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/hallogallo/totalog/network/alerts).

</details>",['dependencies'],memory leak
https://github.com/CNugteren/NLWeer/issues/40,Data loss on double screen rotation,"Hi, this issue has a relation with #39.

We found failures similar in the MainActivity: error message, message fragment disappears, permission fragment disappears, pop up menu.


<div id=""ladoalado"" style=""display:flex;justify-content:center;"">

<figure id=""container"">Before and after double screen rotation<br>
<img src=""https://user-images.githubusercontent.com/3637419/159188247-1ed94237-2236-47f0-807f-c92f301ffe38.png"" width=20% height=20% >
</figure>

<figure id=""container"">
<img src=""https://user-images.githubusercontent.com/3637419/159188243-46d606d0-8f1a-499d-b94e-b746fa43981f.png"" width=20% height=20%>
</figure>

</div> 
 



<div id=""ladoalado"" style=""display:flex;justify-content:center;"">

<figure id=""container"">Before and after double screen rotation<br>
<img src=""https://user-images.githubusercontent.com/3637419/159188267-7a71fb8e-b573-431d-8b1c-0d37f03b5f6d.png"" width=20% height=20% >
</figure>

<figure id=""container"">
<img src=""https://user-images.githubusercontent.com/3637419/159188264-ff1ed8d1-69cf-4741-826d-88e37eeb63ba.png"" width=20% height=20%>
</figure>

</div> 
 


<div id=""ladoalado"" style=""display:flex;justify-content:center;"">

<figure id=""container"">Before and after double screen rotation<br>
<img src=""https://user-images.githubusercontent.com/3637419/159188288-464c894b-881f-43e3-8399-9f87143c8433.png"" width=20% height=20% >
</figure>

<figure id=""container"">
<img src=""https://user-images.githubusercontent.com/3637419/159188287-c7128009-a7d0-47a8-b2f4-2e1ea7e185db.png"" width=20% height=20%>
</figure>

</div> 
 


<div id=""ladoalado"" style=""display:flex;justify-content:center;"">

<figure id=""container"">Before and after double screen rotation<br>
<img src=""https://user-images.githubusercontent.com/3637419/159188309-a9d8dd2e-7b1e-493f-b55e-11df9a4f3d1f.png"" width=20% height=20% >
</figure>

<figure id=""container"">
<img src=""https://user-images.githubusercontent.com/3637419/159188307-c05e3415-2c5f-4fc9-a581-41f8963dddbc.png"" width=20% height=20%>
</figure>

</div> 
 


Note:

- Double screen rotation: It is executed twice to reach a state that should be exactly the same as the screen before if no data loss occurred.
- A data loss problem occurs when data is accidentally deleted, or state variables are accidentally assigned with default or initial values.


",['bug'],data loss
https://github.com/gschwind/fiddle-assistant/issues/3,Data loss while using the app (input text disappears on-screen rotation),"When I perform these sequences of events, the input text disappears on-screen rotation:

1. Go to the Main activity
2. Tap in Settings (gear button icon)
3. Tap in Set frequency of reference A/La
4. A form similar to this will appear:

Before rotation:

<img src=""https://user-images.githubusercontent.com/3637419/157574899-b9cc3f8d-28b6-45b7-b5c0-32f96d263c3d.png"" width=30% height=30%>



5. Force the pause from the activity and then return to the activity (double rotation). Note that the input text disappears. 
Note: the pause from activity can be performed in several ways. We suggest using a double rotation (starts in portrait, goes to landscape, and back to portrait) with this function previously enabled in the smartphone.

The expected behavior is the return to the previous state with the input text of the previous image.

However, the input text disappears and goes back to the main activity.

After rotation:

<img src=""https://user-images.githubusercontent.com/3637419/157574889-c4e4aab8-9cb1-4a22-ba3f-104dc270a815.png"" width=30% height=30%>

Device:
- Device: Moto G30 with OS: Android 11
- Version: 1.1.0
- Device language: English

",[],data loss
