commit_Link,commit_Title,commit_Description,issue_Id,issue_link,matched_keywords
https://github.com/ismartcoding/plain-app/commit/2d9625c9e7e96e19f1f02364c703ea98a06efa9c,Fix ANR triggered by slow operations in main thread,,,, ANR 
https://github.com/you-apps/WallYou/commit/08ab65d5ef4307b7069bcba42d9e7b01761a17ab,fix unresponsiveness when applying a wallpaper,,,,unresponsive
https://github.com/martinmimigames/tiny-music-player/commit/43657c21bf1176046bf91c514a0568374e071bb5,fixed media player being null when crash (out of memory),,,,out of memory
https://github.com/pilot51/voicenotify/commit/5c710fe55f5ffc5f7528b48e1d76e4e6bf64b961,Fix shake listener not unregistering after utterance.,"-Allowed shake message to apply in Log long after speaking completed.
-Possible cause of excessive battery drain reported by a couple users.",,,battery drain
https://github.com/kiwix/kiwix-android/commit/010052a3a08dff32637a458dca79ea093423b2d4,Fixed: Sometimes setting the org.kiwix.libzim.Archive.setNativeArchive crashes the application.,"…ve` crashes the application.

* We are now creating the ZimFileReader object on the background thread to not block the UI thread which sometimes causing the ANR because UI was frozen due to creation of ZimFileReader with large file.
* Refactored our functionality to support this new change.
* Refactored the test cases according to this functionality.",,, ANR 
https://github.com/kiwix/kiwix-android/commit/6c5afa9413c3249adac9829820e8aadb8b4cf673,"The writing of the library to a file when retrieving bookmarks for the current book has been removed because adding the book to the library is unnecessary, as we have not saved any bookmarks yet.","…e current book has been removed because adding the book to the library is unnecessary, as we have not saved any bookmarks yet.

* We now write bookmarks and the library on the main thread instead of saving them in the background thread to prevent any data loss.",,,data loss
https://github.com/kiwix/kiwix-android/commit/94a529cdf9e0bc9360965358bbf1ceb71f41d957,"Introducing the writeFile method of the Library class allows us to save the library, which contains information about books, their file paths, and favicons, into a file.","…save the `library`, which contains information about books, their file paths, and favicons, into a file.

* We now save this library information into a file named `library.txt` and subsequently read from it to retrieve file paths and favicons.
* The test cases have been refactored to accommodate this new functionality.
* The `ObjectBoxToLibkiwiMigrator` code has also been enhanced. With this change, we now save books in the library for their favicon and zimFilePath, resulting in a refactor and improvement of this class's functionality and its associated test cases.
* The process of writing bookmarks and library data to file has been enhanced. Now, this is performed asynchronously in a background thread to mitigate potential data loss.
* Additionally, several other improvements have been made throughout the codebase.",,,data loss
https://github.com/kiwix/kiwix-android/commit/c3049a6a597919368f5364e5983c84e3dae1fbd1,Fixed memory leak on API level 24.,"*  When the application goes in the background from `ZimHostFragment`, `KiwixReaderFragment/ZimHostFragment` without starting the Service then the `ReadAloudService`, and `HotspotService` variables are not used and GC try to clear those objects but we are not clearing those objects, that's why memory leak is happening. So now we have free those objects if they are not in use.",,,memory leak
https://github.com/kiwix/kiwix-android/commit/2ff238787689755666fd22885a0b464d45b706ec,Fixed the memory leak in LocalFileTransferFragment.,"* The issue is inside the library, they forgotten to detach the view after its successful use, means when the showCase is shown they are not detaching the view from window which causing the memory leak. They have not mentioned this step into their documentation to address the memory leak.",,,memory leak
https://github.com/kiwix/kiwix-android/commit/1281c0c795cc6607ff3bded7125253deb0f06bc9,Improved test cases and fixed memory leak in application.,"* Previously our test cases were launching the `KiwixMainActivity` twice (firstly it sets the values in preference and then relaunch the activity) before running the test case which was the cause of slow testing and sometimes it caused to memory leak in some api levels so we have refactored our test cases to launch `KiwixMainTest` once per test case.
* `IntroFragmentTest` is failing on api level 24 due to a memory leak because after clicking on getStarted button is going to the LocalLibrary page but somehow `onStart` and `onStop` methods are calling of the `CoreReaderFragment` which stablish the `serviceConnection` but it was happening very quickly so before attaching the binder to `readAloudService` unbindService method called but at this point service was not created but creating was in progress so after going to library screen it allocate memory to `readAloudService` but `ReaderFragment` is no more visible to the user that's why memory leak happened. We have fixed it by unbinding the service in `onDestroyView` method.",,,memory leak
https://github.com/kiwix/kiwix-android/commit/f3e8589899eec08d315689d945425a0d8f94645c,Fixing ANR on custom app,,,, ANR 
https://github.com/kiwix/kiwix-android/commit/095405f3834935a2edddba58569321472209440a,"Fixed memory leak in CoreReaderFragment, which causes test failure",,,,memory leak
https://github.com/kiwix/kiwix-android/commit/e928611f0f3dc6888183719dde27f16ecd2cc8eb,Fixed memory leak on Intro Fragment,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/3dead2d770302d73d3e138b296a2aab6e74b6fa4,Merge pull request,Remove (CI detected) memory leaks,#3158,https://github.com/kiwix/kiwix-android/pull/3158,memory leak
https://github.com/kiwix/kiwix-android/commit/b0b26bc8de1e91f90862b533412397682ffb6ea5,Fixed memory leak on hotspot service,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/bb7ffa0c5740322ef15a3b4dcea1f106f92b1d8f,Fixed memory leak on KiwixReaderFragment,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/47895ea0219b7ca29902012b7f1a76b65d3feec1,Fixed memory leak on search fragment,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/ade1d2ea0e43e6b4b5d49f47669a3058a473679b,Fix memory leak on intro fragment,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/aaba8d1c5572bbfcc907827f5f7c8ad6b41594fa,Introduce detecting memory leak on CI,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/bffbe0e6fcd4be9af67bbc2d3ea8d86e2dd1a15a,Merge pull request,"…ustom_app

Removed `TextInputSpeech` memory leak",#2844,https://github.com/kiwix/kiwix-android/pull/2844,memory leak
https://github.com/kiwix/kiwix-android/commit/11653545590d21d760464281064007c99daa1769,Merge pull request,Fixed `DrawerLayout` memory leak,#3068,https://github.com/kiwix/kiwix-android/pull/3068,memory leak
https://github.com/kiwix/kiwix-android/commit/ac3d323919fb14175ace983675d3efabb25987a5,Merge pull request,"…_in_kiwix_reader_fragment

Memory leak fixed in KiwixReaderFragment",#2572,https://github.com/kiwix/kiwix-android/pull/2572,memory leak
https://github.com/kiwix/kiwix-android/commit/e4887dec5c07e38feeb6e5f81a31da76b7f0424e,Merge pull request,…activity-memory-leaks#2341fix one activity memory leaks,#2383,https://github.com/kiwix/kiwix-android/pull/2383,memory leak
https://github.com/kiwix/kiwix-android/commit/609222cd7904e21a37de23dbc98d4d56b8373455,Merge pull request,"…ry-leaks

Feature/frans lukas/2338 fix memory leaks",#2340,https://github.com/kiwix/kiwix-android/pull/2340,memory leak
https://github.com/kiwix/kiwix-android/commit/1185b665b0d9dc23cf053b91b9a47b502306bcb2,Merge pull request,"…ry-leaks

Fix crash-causing memory leak",#2245,https://github.com/kiwix/kiwix-android/pull/2245,memory leak
https://github.com/kiwix/kiwix-android/commit/3a5518fbe5f48508fa19f3f4c71c7f05bfdfb532,Merge pull request,#1660Search Widget unresponsive in 3.1.2 - use explicit class name a…,#1665,https://github.com/kiwix/kiwix-android/pull/1665,unresponsive
https://github.com/kiwix/kiwix-android/commit/7eb66b53da240cd6d259000b4876a7a015affdb0,Merge pull request,#1634App becomes unresponsive in the library - add permission back,#1637,https://github.com/kiwix/kiwix-android/pull/1637,unresponsive
https://github.com/kiwix/kiwix-android/commit/7a3e5c980dc6ddbc238ab22205d11d6732843445,Fix memory leak in HotspotService,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/38009d63d12bc96fac31f30165d9671b2b349d5a,Merge pull request,"…orage-devices#1279add android storage devices, fix resource leak, visibility issu…",#1279,https://github.com/kiwix/kiwix-android/issues/1279,resource leak
https://github.com/kiwix/kiwix-android/commit/541e3807c1d181626069ad106234d36780af780d,Fix memory leak in KiwixTextToSpeech,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/cc6a8ff1a706fd2692f62b916e103d7ff3888321,Fix memory leak in KiwixWebView,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/c86ebae157a9e633fca7b84ab703a23f2e40fd55,Fix memory leak in KiwixDatabase,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/773cc45dcde28e1671e35556a5db01dd818f5a06,reduced potential memory leaks,,,,memory leak
https://github.com/kiwix/kiwix-android/commit/a9dfb40ab0e2e2301afd9ed0ecc8925b434cee9f,Fix for unresponsive permission grant when clicking get content,,,,unresponsive
https://github.com/mjaun/android-anuto/commit/a06021b03b2910fb3f2cba19d46bde1c3296d6ad,allow state loss on fragment transactions since we don't save our stuff in onSaveInstance,…ff in onSaveInstance,,,state loss
https://github.com/mjaun/android-anuto/commit/22e57fd1e0625dc1449b983143ec2dbf4e237b4a,memory leak fix,,,,memory leak
https://github.com/kylecorry31/Trail-Sense/commit/5b96c8cd873e1f8a28aad1c6a3ef0528178fd483,Fix more potential memory leaks,,,,memory leak
https://github.com/kylecorry31/Trail-Sense/commit/c73b1666f8badfa6ded1f037b32c3ceae8209090,Fix main activity memory leak,,,,memory leak
https://github.com/enricocid/Music-Player-GO/commit/476d23a18febb38e0233cc54885295bc879e1edc,Fix unresponsive notification when seeking but not playing,Signed-off-by: enricocid <enrico2588@gmail.com>,,,unresponsive
https://github.com/enricocid/Music-Player-GO/commit/c95b6d5a28b3c544b6359667548a72274d620383,Fix music service memory leaks,Signed-off-by: enricocid <enrico2588@gmail.com>,,,memory leak
https://github.com/KeikaiLauncher/KeikaiLauncher/commit/4dc2a81c7f8c950e1f661b151074b82e639743d1,App ordering: Use last launch time instead of number of launches,,,,launch time
https://github.com/deckerst/aves/commit/0cbe3d8b1d99b4c23a422b37c7c333e53a379251,prevent OOM when decoding large region,,,, oom 
https://github.com/deckerst/aves/commit/72a6af5040a90d8d3075cfc13fa201df33076dc8,memory leak fixes,,,,memory leak
https://github.com/deckerst/aves/commit/3909b9223d7432e1ad9734a36ee5042fbbd50fd7,memory leak fixes,,,,memory leak
https://github.com/deckerst/aves/commit/e883be178743c56096c639c8f8cbf2d64429c4cc,memory leak tracking & fixes,,,,memory leak
https://github.com/deckerst/aves/commit/506190f882d18789c0a276bd004e48da37299b33,memory leak tracking & fixes,,,,memory leak
https://github.com/deckerst/aves/commit/c5fde95c7300ad9fdbcf121992165a86c4420581,memory leak tracking & fixes,,,,memory leak
https://github.com/deckerst/aves/commit/bca78a06691a694848d2046bd48c30e5ff667dac,memory leak tracking & fixes,,,,memory leak
https://github.com/deckerst/aves/commit/4c07a9da43cb4b1d5b2f83fd9a556ea308e30ec6,memory leak tracking & fixes,,,,memory leak
https://github.com/deckerst/aves/commit/fe81256276f630f05f44ccf6e9499190d2e335a5,cataloguing: prevent OOM from parsing larg MP4 sample tables,,,, oom 
https://github.com/commons-app/apps-android-commons/commit/368e1c753d985f6d172469ba4c88242af39004bd,Fix resource leak bug (,Signed-off-by: Alfusainey Jallow <alf.jallow@gmail.com>,#5251,https://github.com/commons-app/apps-android-commons/pull/5251,resource leak
https://github.com/commons-app/apps-android-commons/commit/67faa40d8c8c6de5c46ab75a4b686e0aecab0fc5,Structured data (,"*#3222Merge master into Structured Data branch, fix conflicts (#3447)

* [WIP]Fixes#2942. Set 'depicts' automatically for images uploaded via 'Nearby'

* Feature/refractor uploads [WIP] (#2887)

* Fix duplicate param information (#2515)

* Bug fix issue#2476(#2526)

* Added wikidataEntityID in all db versions, handled db.execSql via method runQuery

* Versioning and changelog for v2.10.2 (#2531)

* Update changelog.md

* Versioning for v2.10.2

* Update changelog.md

* Bugfix/issue 2580 (#2584)

* Corrected string placedholders in certain string files

* Corrected string placedholders in certain string files[Bugfix#2580]

* BugFix#2585(#2647)

* BugFix#2585* Added null checks on view in SearchImageFragment when updating views from external sources
* Disposed the disposables in SearchActivity and SearchImageFragment when no longer in active lifecycle

* use FragmentUtils to verify fragment active state

* Bug Fix issue#2648(#2678)

* Bug Fix issue#2648* Handled external storage permission before file download

* * Removed redudant check for permission in MediaDetailPagerFragment (Dexter already does that)
* Removed duplicate code in PermissionUtil$checkPermissionsAndPerformAction, used the existing function with conditional extra parameters

* string name typo correction

* BugFix issue#2652(#2706)

* Addded null check on bookmark before operating on it

* BugFix issue#2711(#2712)

* Added null checks in OkHttpJsonApiClient$searchImages MwQueryResponse

* BugFix#2718(#2719)

* Handled null auth cookies

*Fix#2791: NPE when nominating for deletion and leaving screen (#2792)

* Bug Fix issue#2789(#2790)

* Handled Illegal State Exception for non existent appropriate view parents in ViewUtils$showShortSnackbar

* BugFix#2720(#2831)

BugFix deprecated licenes#2720* ui fixes, wip, upload

* *Issue#2886, BugFix#2832[wip]
* updated UploadActivity code
* modified ui
* Updated UploadPresenterTest

* * updated interfaces names to follow names suffixed with Contract
* added test cases

* card view elevation

* view pager disabled swipe

* bug fix, duplicate image

* used existing non-swipable view pager

* Avoid image view resize with keyboard, added adjustPan and stateVisible as softinputMode for UploadActivity

* retain UploadBaseFragment instances on orientation changes

* * Added test cases for UploadMediaPresenter
* Injected io and main thread schedulers

* categories presenter test cased wip

* Added CategoriesPresenter test

* * Added the logic to show open map (with to be uploaded image's coordinates while uploading image)

* codacy suggested changes * added java docs

* Added travis_wait fot android-wait-for-emulator

* ranamed interface onResponseCallback to Callback

* * Added api to delete picture in UploadModel
* cleanUp in UploadModel. once upload has been initiated
* Removed unused methods from UploadModel and the corresponding test class

* * Added tests for UploadPresenter
* Travis suggested changes
* Addded copy previous title and description

* * Made the upload add descriptions visible when keyboard visible
* add description request focus only when user manually requests it

* Added JavaDocs, review suggested changes

* Fix dagger injection

* use DialogUtil to show info in descriptions

* use activity context for DialogUtil

* Minor changes

* refactored title

* ui for depicts

* bug fix

* basic architecture for depicts

* adde architecture components for depicts

* [WIP] ApacheHttpClientMediaWikiApi.wikidataEditEntity: JSON param creation uses object instead of string

* resolved dagger errors

* multilingual captions and next button error resolved

* fixed next button issues in depicts fragment

* captions and depicts

* resolved previous button click issues

* fixed bindview error and added multi-captions

* replaced description and caption with uploadmediadetail

* refactored few classes

* modified ui of depicts

* minor fixes

* Bug fix, reduced the add description edit text clickable bound (#2973)

* moved depicts before categories

* replaced previous filename with captions

* removed time from filename

* added depicts suggestions

* [WIP] Wikidata Sandbox (Q4115189) test

* changes layout of layout_upload_depicts

* changed layout of upload_depicts

* code stuck at IO_SCHEDULER

* labels and description for depicts activity

* Bugfix/uploads (#3000)

* merged with master

* BugFix IllegalStateException
* setRetainState(true), not required with FragmentStatePagerAdapter
* Increase the ViewPager's Offscreen Limit, we want all the fragments to be active

* BugFix, clear selected categoris for previous upload session
* Clear Selected Categories
* Addded JavaDocs for CategoriesModel

* Code Formatting in app/src/main/java/fr/free/nrw/commons/upload/UploadModel.java

* Added class level JavaDoc UploadRemoteDataSource

* Added class level JavaDoc for UploadRepository

* Added JavaDocs for ThumbnailsAdapter

* Added JavaDocs for MediaLicensePresenter, CategoriesPresenter

* Removed null check on category query
* Show default catgeories based on image title and gps location when category text empty
* Allow search for empty category search

* Attached image scale listener to upload media image

* Bug fix, reduced the add description edit text clickable bound

* Fix memory leak (#3001)

* Bugfix/uploads (#3002)

* merged with master

* BugFix IllegalStateException
* setRetainState(true), not required with FragmentStatePagerAdapter
* Increase the ViewPager's Offscreen Limit, we want all the fragments to be active

* BugFix, clear selected categoris for previous upload session
* Clear Selected Categories
* Addded JavaDocs for CategoriesModel

* Code Formatting in app/src/main/java/fr/free/nrw/commons/upload/UploadModel.java

* Added class level JavaDoc UploadRemoteDataSource

* Added class level JavaDoc for UploadRepository

* Added JavaDocs for ThumbnailsAdapter

* Added JavaDocs for MediaLicensePresenter, CategoriesPresenter

* Removed null check on category query
* Show default catgeories based on image title and gps location when category text empty
* Allow search for empty category search

* Attached image scale listener to upload media image

* Bug fix, reduced the add description edit text clickable bound

* Added tooltip in Title in UploadMediaFragment

* BugFix recent categories

* Updated test methods

* Bugfix/uploads (#3011)

* merged with master

* BugFix IllegalStateException
* setRetainState(true), not required with FragmentStatePagerAdapter
* Increase the ViewPager's Offscreen Limit, we want all the fragments to be active

* BugFix, clear selected categoris for previous upload session
* Clear Selected Categories
* Addded JavaDocs for CategoriesModel

* Code Formatting in app/src/main/java/fr/free/nrw/commons/upload/UploadModel.java

* Added class level JavaDoc UploadRemoteDataSource

* Added class level JavaDoc for UploadRepository

* Added JavaDocs for ThumbnailsAdapter

* Added JavaDocs for MediaLicensePresenter, CategoriesPresenter

* Removed null check on category query
* Show default catgeories based on image title and gps location when category text empty
* Allow search for empty category search

* Attached image scale listener to upload media image

* Bug fix, reduced the add description edit text clickable bound

* Added tooltip in Title in UploadMediaFragment

* BugFix recent categories

* Updated test methods

* Avoid memory leak, free the adpater in MediaLicenseFragment.onDestroyView

* bugfix/uploads (#3012)

* merged with master

* BugFix IllegalStateException
* setRetainState(true), not required with FragmentStatePagerAdapter
* Increase the ViewPager's Offscreen Limit, we want all the fragments to be active

* BugFix, clear selected categoris for previous upload session
* Clear Selected Categories
* Addded JavaDocs for CategoriesModel

* Code Formatting in app/src/main/java/fr/free/nrw/commons/upload/UploadModel.java

* Added class level JavaDoc UploadRemoteDataSource

* Added class level JavaDoc for UploadRepository

* Added JavaDocs for ThumbnailsAdapter

* Added JavaDocs for MediaLicensePresenter, CategoriesPresenter

* Removed null check on category query
* Show default catgeories based on image title and gps location when category text empty
* Allow search for empty category search

* Attached image scale listener to upload media image

* Bug fix, reduced the add description edit text clickable bound

* Added tooltip in Title in UploadMediaFragment

* BugFix recent categories

* Updated test methods

* Avoid memory leak, free the adpater in MediaLicenseFragment.onDestroyView

* BugFix Illegal State Exception in ViewpPagerAdapter

* Remove irrelevant comment

* merge conflict with strings (#3016)

* [WIP] Fixed duplicated subscriprion for 'addPropertyP180'

* added documentation

* fixed issue#3006* resolved issue#3004* fixed issue with categoryPresenterTest.kt

* send captions as labels

* fixed issue with the captions

* optimised imports

* added upload for captions

* minor changes

* resolved issue with uploading captions

* resolved issue with api call

* uploading captions to wikibase

* added some tests and documentation

* undo formatting changes

* uploaded captions as labels to wikibase

* minor changes

* resolved error with spinner adpater

* adding captions to local database

* Fixed issue#3035* fixed issue#3033* fixed issue#3005* fixed issue#3005* added search for depicts

* fixed issue with compile time

* fixe issue with project build

* fixed issue#3044* merged uploading depicts into branch

* uploading depicts

* rebased branch

* fixed crash due to depicts

* modified depicts interface

* Resolve merge conflicts

* Fix issues with API calls

* Use wikidata token

* searching depictions from depicts activity

* added some documentation and other changes

* fixed crash on selecting depictions

* sending wikidataentity id to upload depictions

* added changes after review

* Fixed issue with next button diabling in media detail activity

* added tests for depictions

* added all the unit tests and fixed few more issues

* showing captions in media details

* show captions in media details

* added documentations and worked upon review comments

* parsing response for depictions

* displaying captions and depiction QID in media detail

* added documentation

* fetching labels from QIDs

* captions working perfectly

* added documentations and code cleaning

* minor changes

* minor changes

* Showing items in explore

* added search via depicts in explore

* Added setOffscreenPageLimit in ViewPager

* show captions in explore

* show captions in home

* showing depict images under items

* added documentation and code refactoring

* enabled pagination in depiction search

* added some tests and media deatils in depiction detail activity

* fixed bug with back button in media

* fixed issue#3100* fixed issue#3098* fixed issue#3099* fixed issue#3104and#3098* showing captions in place of title in home and explore:media

* show captions in explore:depiction image list activity

* showing depictions in media details

* showing depictions in media details in production flavor

* fixed issue#3108and#3107* fix isse#3108* fixed issue#3110and#3112* fixed issue#3113* added documentations

* fixed issue#3076and#3109* added depiction search test

* fixed issue#3113* fixed issue#3111* fixed issue#3106* Showing items in explore

* minor change

* fixed issue#3118and some other changes

* added MVP in searchdepictionsfragment

* added mvp architecture

* added MVP architecture to DepictedImagesDetailsActivity

* added documentation and some minor changes

* added image to depicted item in search depictions

* * Use callbacks from renderer to fetch thumbnails

* adding fresco to load image in depictions

* adding thumbnail image for depictions in upload and explore

* pagination issues

* fixed issue --(showing previous depiction thumbnail in explore)

* Fixed the logic for pagination

* hide progress on success of last page

* adding sub-items and parent items to search in explore

* minor changes for review comments

* fixed issue#3119* fixed issue#3130* changes after review comments

* showing child classes for depictions

* Showing child items

* showing parent classes for depicted items

* adding localised search for parent and child items

* clicking on any child class or parent class should call the corresponding class items

* fixed issue of showing wrong thumbnail for P18 item

* fixed issue#3132* added test for DepictedImagesPresenter.java

* added unit tests for depicted items parent and child classes

* removed unused imports and code formatting

* fixed issue in search test

* deleting unnecessary .attach_pid9313 file

* deleting unnecessary .attach_pid9655 file

* added SearchDepictionsPresenterTest

* changes after review comments

* updates for review comments

* added more documentations

* removed unused code and classes and addressed spacing changes

* changes after review

* fixed build issues in the app

* worked on some review comments

* fixed issue:wrong thumbnail appears on wikidata item

* minor change

* worked on some review changes

* worked on review comments

* minor change

* addressed remaining review comments

* replaced hardcoded jpgs with pageIds to fetch captions

* added documentation

* removed hardcoded extensions and worked on review comments

* review comments

* [WIP] Added Depicts values for flavors

* [WIP] Minor fix

* [WIP] Minor fixes

* [WIP] Fixed URL

* [WIP] Fixed URLs and tokens

* Fixed MediaClient: added check for null in continuation store

* Fixed Media::from, changed return from null to new Media()

* [WIP] Merged with master

*Fix#3254Displays a proper message in explore section when no result for caption

* Updated Mockito to org.mockito:mockito-inline:2.13.0

* [WIP] Fixed tests after merging

* [WIP] Fixed some JUnit tests

* Fixed 'accessing from wrong thread' error

*#3222Delete manifest declaration of activity as fragment - stop casting MainActivity to CatgoryImagesCallback - fix tests

* Remove unit test not associated with any class - make CategoryPresenterTest more idiomatic

* fix compilation errors

Co-authored-by: Vitaly V. Pinchuk <vetal.978@gmail.com>
Co-authored-by: Ashish Kumar <ashishkumar468@gmail.com>
Co-authored-by: vanshikaarora <vanshikaa937@gmail.com>
Co-authored-by: Vivek Maskara <maskaravivek@gmail.com>
Co-authored-by: Vanshika Arora <34261945+vanshikaarora@users.noreply.github.com>
Co-authored-by: Somanshu and Himanshu <somanshS14@gmail.com>

*#3482Use Room in Structured Data branch - remove unused code (#3483)

*#3482Use Room in Structured Data branch - remove unused code

*#3482Use Room in Structured Data branch - fix unit test compilation

*#3482Use Room in Structured Data branch - add kdoc

*#3490Depiction Search in upload shows No Results before it gets results (#3491)

*#3482Use Room in Structured Data branch - remove unused code

*#3482Use Room in Structured Data branch - fix unit test compilation

*#3490Depiction Search in upload shows No Results before it gets results - stop showing error on subscription

*#3490Depiction Search in upload shows No Results before it gets results - update test cases

* make labels nullable too

* fix unit test compilation

*#3222remove lingering reference to depiction content provider

* Fix Crash

*#3222Merge master into Structured Data branch, fix conflicts - review fixes

* Fix method invocations

*#3529Captions/depictions are not saved to Commons (#3574)

*#3529Captions/depictions are not saved to Commons - make copy of list of depictionEntityIds - uncomment editBaseDepictsProperty - refactor upload related classes

*#3529Captions/depictions are not saved to Commons - fix wrong ArrayList usage

*#3529Captions/depictions are not saved to Commons - fix test

*#3503Remove Title/Caption From MediaUploadDetail and only use Caption/Description pairs  (#3578)

*#3529Captions/depictions are not saved to Commons - make copy of list of depictionEntityIds - uncomment editBaseDepictsProperty - refactor upload related classes

*#3529Captions/depictions are not saved to Commons - fix wrong ArrayList usage

*#3529Captions/depictions are not saved to Commons - fix test

*#3503Remove Title/Caption From MediaUploadDetail and only use Caption/Description pairs - replace title with the first MediaDetail

*#3503Remove Title/Caption From MediaUploadDetail and only use Caption/Description pairs - restore button disabling

*#3503Remove Title/Caption From MediaUploadDetail and only use Caption/Description pairs - fix nearby place

* fix thumbnail issue 3526 (#3617)

*#3222Merge master into Structured Data branch, fix conflicts - fix bad merge

*#3529Captions/depictions are not saved to Commons (#3588)

*#3529Captions/depictions are not saved to Commons - update flow to update appropriate data

*#3529Captions/depictions are not saved to Commons - fix invoking of setlabel

*#3529Captions/depictions are not saved to Commons - fix unit tests

*#3529Captions/depictions are not saved to Commons - use constant for@nAmed*#3529Captions/depictions are not saved to Commons - remove captions interface

*#3529Captions/depictions are not saved to Commons - delete unused Contribution fields - enforce Single Responsibility by using PageContentsCreator

*#3529Captions/depictions are not saved to Commons - prefix id with M - remove language from url and only add from Field

*#3529Captions/depictions are not saved to Commons - make edits of depictions and captions sequential

*#3529Captions/depictions are not saved to Commons - remove unused model fields

*#3529Captions/depictions are not saved to Commons - weaken type of categories - copy list on Contribution creation

*#3529Captions/depictions are not saved to Commons - mark Media fields private - weaken types - remove partly implemented fields

*#3529Captions/depictions are not saved to Commons - add semi colon

*#3529Captions/depictions are not saved to Commons - fix test

* Fix issue 3526 Unlike ""Items"" tab, ""child classes"" tab does not display description nor image thumbnail (#3619)

* fix thumbnail issue 3526

* Fix Description issue 3526

* revert changes on this file, not finished with it yet

* Fix Description for Child and Parent classes - issue 3526

* Remove conflict text in file

* Remove retrofit.HEAD import

* Incorporated review comments

* Fix issue 3137 (#3637)

* Fix issue 3137

* Remove import Timber

* Remove unnecessary space

*#3222Merge master into Structured Data branch, fix conflicts - revert logging

* Fix build

*#3661No Depictions Selected Dialog has reversed buttons - fix button order

* Revert ""#3661No Depictions Selected Dialog has reversed buttons - fix button order""

This reverts commitd8f9809.

*#3222Merge master into Structured Data branch, fix conflicts - remove unused methods/fields

*#3661No Depictions Selected Dialog has reversed buttons - fix button order (#3662)

*#3653Many Mnull requests - stop requesting captions for null ids (#3657)

*#3653Many Mnull requests - stop requesting captions for null ids

*#3653Many Mnull requests - move log line

*#3633[structured-data branch] In depictions selection screen, suggest nearby items  (#3650)

*#3633[structured-data branch] In depictions selection screen, suggest nearby items - for empty search terms show nearby items for depictions

*#3633[structured-data branch] In depictions selection screen, suggest nearby items - use linear radii progression to search for places

*#3666Crash when uploading on structured-data branch - revert cleanup of UploadController (#3670)

*#3222Merge Structured Data branch into master - fix caption rendering in new UI

*#3222Merge Structured Data branch into master - upgrade retrofit + okhttp

*#3664Stop using JsonObject on StructuredData (#3672)

*#3664Stop using JsonObject on StructuredData - remove usage in Media classes - remove from depicts client - create partial network models

*#3664Stop using JsonObject on StructuredData - allow partial mapping of polymorphic models by returning null in typeadapter

*#3664Stop using JsonObject on StructuredData - use models for editing depicts property

*#3664Stop using JsonObject on StructuredData - use models for sparql parent query

*#3664Stop using JsonObject on StructuredData - fix unit test compilation

*#3664Stop using JsonObject on StructuredData - unify sparql responses

*#3664Stop using JsonObject on StructuredData - minor cleanup of misnamed/unused/too broad visibility

*#3664Stop using JsonObject on StructuredData - share variable names and logic for the Sarql queries

*#3664Stop using JsonObject on StructuredData - add error logging

*#228Overwrite happens - fix extension of filename (#3689)

*#3675Rename buttons of the dialog box shown when no depiction is selected - remove ""yes, submit"" and ""no, go back"" (#3688)

*#3680Tip appears even when not tapping the (i) icon - use TextInputLayout EndIcons (#3683)

*#3680Tip appears even when not tapping the (i) icon - use TextInputLayout EndIcons

*#3680Tip appears even when not tapping the (i) icon - reaorder endIcon mode call so tinting is applied

* structured data - fix compilation

Co-authored-by: Vitaly V. Pinchuk <vetal.978@gmail.com>
Co-authored-by: Ashish Kumar <ashishkumar468@gmail.com>
Co-authored-by: vanshikaarora <vanshikaa937@gmail.com>
Co-authored-by: Vivek Maskara <maskaravivek@gmail.com>
Co-authored-by: Vanshika Arora <34261945+vanshikaarora@users.noreply.github.com>
Co-authored-by: Somanshu and Himanshu <somanshS14@gmail.com>
Co-authored-by: vvijayalakshmi21 <34595292+vvijayalakshmi21@users.noreply.github.com>",#3695,https://github.com/commons-app/apps-android-commons/pull/3695,memory leak
